email,training type,Week,marks_type,Score
dominicmyers@example.com,PowerBI Training,Week 6,Lab,54
gracebell@example.com,PowerBI Training,Week 6,Lab,99
isaacwright@example.com,PowerBI Training,Week 6,Lab,24
lilyphillips@example.com,PowerBI Training,Week 6,Lab,4
jaydenstewart@example.com,PowerBI Training,Week 6,Lab,13
charlotteallen@example.com,PowerBI Training,Week 6,Lab,89
emilyjohnson@example.com,PowerBI Training,Week 7,Lab,86
lucasanderson@example.com,PowerBI Training,Week 7,Lab,96
benjaminharris@example.com,PowerBI Training,Week 7,Lab,48
isabellamoore@example.com,PowerBI Training,Week 7,Lab,84
jamescarter@example.com,PowerBI Training,Week 7,Lab,97
oliviamartin@example.com,PowerBI Training,Week 7,Lab,11
alexanderwright@example.com,PowerBI Training,Week 7,Lab,12
sophialewis@example.com,PowerBI Training,Week 7,Lab,38
michaelscott@example.com,PowerBI Training,Week 7,Lab,92
ameliaclark@example.com,PowerBI Training,Week 7,Lab,63
noahrobinson@example.com,PowerBI Training,Week 7,Lab,93
gracerodriguez@example.com,PowerBI Training,Week 7,Lab,41
elijahturner@example.com,PowerBI Training,Week 7,Lab,13
avamitchell@example.com,PowerBI Training,Week 7,Lab,76
williamcooper@example.com,PowerBI Training,Week 7,Lab,31
charlottehill@example.com,PowerBI Training,Week 7,Lab,0
henryadams@example.com,PowerBI Training,Week 7,Lab,59
evelynbaker@example.com,PowerBI Training,Week 7,Lab,20
samuelcollins@example.com,PowerBI Training,Week 7,Lab,61
miaallen@example.com,PowerBI Training,Week 7,Lab,91
danielbennett@example.com,PowerBI Training,Week 7,Lab,5
harperparker@example.com,PowerBI Training,Week 7,Lab,31
jacobyoung@example.com,PowerBI Training,Week 7,Lab,92
lilyward@example.com,PowerBI Training,Week 7,Lab,95
matthewfoster@example.com,PowerBI Training,Week 7,Lab,21
abigailbrooks@example.com,PowerBI Training,Week 7,Lab,0
josephgriffin@example.com,PowerBI Training,Week 7,Lab,32
ellareed@example.com,PowerBI Training,Week 7,Lab,20
davidflores@example.com,PowerBI Training,Week 7,Lab,7
chloehoward@example.com,PowerBI Training,Week 7,Lab,8
andrewstewart@example.com,PowerBI Training,Week 7,Lab,45
victoriaking@example.com,PowerBI Training,Week 7,Lab,14
thomasphillips@example.com,PowerBI Training,Week 7,Lab,17
hannahbutler@example.com,PowerBI Training,Week 7,Lab,89
christophermorgan@example.com,PowerBI Training,Week 7,Lab,44
arialee@example.com,PowerBI Training,Week 7,Lab,92
anthonybell@example.com,PowerBI Training,Week 7,Lab,34
nataliesanders@example.com,PowerBI Training,Week 7,Lab,93
joshuamorris@example.com,PowerBI Training,Week 7,Lab,29
scarlettrivera@example.com,PowerBI Training,Week 7,Lab,43
jonathanperry@example.com,PowerBI Training,Week 7,Lab,1
penelopecook@example.com,PowerBI Training,Week 7,Lab,69
ryanpeterson@example.com,PowerBI Training,Week 7,Lab,12
eleanorbarnes@example.com,PowerBI Training,Week 7,Lab,59
calebjenkins@example.com,PowerBI Training,Week 7,Lab,34
zoeyrussell@example.com,PowerBI Training,Week 7,Lab,31
jackmurphy@example.com,PowerBI Training,Week 7,Lab,88
madisonhayes@example.com,PowerBI Training,Week 7,Lab,98
charlescoleman@example.com,PowerBI Training,Week 7,Lab,0
laylacooper@example.com,PowerBI Training,Week 7,Lab,99
ethankelly@example.com,PowerBI Training,Week 7,Lab,47
sofiarichardson@example.com,PowerBI Training,Week 7,Lab,45
owencox@example.com,PowerBI Training,Week 7,Lab,79
noraward@example.com,PowerBI Training,Week 7,Lab,50
isaacprice@example.com,PowerBI Training,Week 7,Lab,16
hazellong@example.com,PowerBI Training,Week 7,Lab,8
dylanpowell@example.com,PowerBI Training,Week 7,Lab,5
lillianfisher@example.com,PowerBI Training,Week 7,Lab,35
christianhenderson@example.com,PowerBI Training,Week 7,Lab,61
audreymyers@example.com,PowerBI Training,Week 7,Lab,23
lukebryant@example.com,PowerBI Training,Week 7,Lab,70
lucynguyen@example.com,PowerBI Training,Week 7,Lab,59
carterkim@example.com,PowerBI Training,Week 7,Lab,94
samanthachavez@example.com,PowerBI Training,Week 7,Lab,85
gabrieljenkins@example.com,PowerBI Training,Week 7,Lab,53
bellamorales@example.com,PowerBI Training,Week 7,Lab,66
aaronhayes@example.com,PowerBI Training,Week 7,Lab,44
mayaporter@example.com,PowerBI Training,Week 7,Lab,27
julianramirez@example.com,PowerBI Training,Week 7,Lab,22
rubyhunter@example.com,PowerBI Training,Week 7,Lab,20
leoross@example.com,PowerBI Training,Week 7,Lab,68
sadiediaz@example.com,PowerBI Training,Week 7,Lab,16
adamsimmons@example.com,PowerBI Training,Week 7,Lab,8
violetgray@example.com,PowerBI Training,Week 7,Lab,1
nathanmitchell@example.com,PowerBI Training,Week 7,Lab,37
stellaperry@example.com,PowerBI Training,Week 7,Lab,81
aidenrichardson@example.com,PowerBI Training,Week 7,Lab,60
leahlopez@example.com,PowerBI Training,Week 7,Lab,42
hunterbarnes@example.com,PowerBI Training,Week 7,Lab,49
milabrooks@example.com,PowerBI Training,Week 7,Lab,14
sebastiancarter@example.com,PowerBI Training,Week 7,Lab,64
elliehughes@example.com,PowerBI Training,Week 7,Lab,49
jacksonbennett@example.com,PowerBI Training,Week 7,Lab,60
lunasanders@example.com,PowerBI Training,Week 7,Lab,36
zacharyrogers@example.com,PowerBI Training,Week 7,Lab,29
naomiward@example.com,PowerBI Training,Week 7,Lab,36
liambrown@example.com,PowerBI Training,Week 7,Lab,34
gabriellacruz@example.com,PowerBI Training,Week 7,Lab,97
patrickreed@example.com,PowerBI Training,Week 7,Lab,57
zoeylong@example.com,PowerBI Training,Week 7,Lab,31
calebscott@example.com,PowerBI Training,Week 7,Lab,18
harperthompson@example.com,PowerBI Training,Week 7,Lab,77
blakecarter@example.com,PowerBI Training,Week 7,Lab,5
emilycoleman@example.com,PowerBI Training,Week 7,Lab,7
dominicmyers@example.com,PowerBI Training,Week 7,Lab,74
gracebell@example.com,PowerBI Training,Week 7,Lab,60
isaacwright@example.com,PowerBI Training,Week 7,Lab,70
lilyphillips@example.com,PowerBI Training,Week 7,Lab,95
jaydenstewart@example.com,PowerBI Training,Week 7,Lab,30
charlotteallen@example.com,PowerBI Training,Week 7,Lab,82
emilyjohnson@example.com,PowerBI Training,Week 8,Lab,30
lucasanderson@example.com,PowerBI Training,Week 8,Lab,38
benjaminharris@example.com,PowerBI Training,Week 8,Lab,90
isabellamoore@example.com,PowerBI Training,Week 8,Lab,40
jamescarter@example.com,PowerBI Training,Week 8,Lab,81
oliviamartin@example.com,PowerBI Training,Week 8,Lab,26
alexanderwright@example.com,PowerBI Training,Week 8,Lab,67
sophialewis@example.com,PowerBI Training,Week 8,Lab,26
michaelscott@example.com,PowerBI Training,Week 8,Lab,48
ameliaclark@example.com,PowerBI Training,Week 8,Lab,50
noahrobinson@example.com,PowerBI Training,Week 8,Lab,76
gracerodriguez@example.com,PowerBI Training,Week 8,Lab,17
elijahturner@example.com,PowerBI Training,Week 8,Lab,71
avamitchell@example.com,PowerBI Training,Week 8,Lab,97
williamcooper@example.com,PowerBI Training,Week 8,Lab,96
charlottehill@example.com,PowerBI Training,Week 8,Lab,69
henryadams@example.com,PowerBI Training,Week 8,Lab,83
evelynbaker@example.com,PowerBI Training,Week 8,Lab,11
samuelcollins@example.com,PowerBI Training,Week 8,Lab,27
miaallen@example.com,PowerBI Training,Week 8,Lab,46
danielbennett@example.com,PowerBI Training,Week 8,Lab,7
harperparker@example.com,PowerBI Training,Week 8,Lab,71
jacobyoung@example.com,PowerBI Training,Week 8,Lab,92
lilyward@example.com,PowerBI Training,Week 8,Lab,34
matthewfoster@example.com,PowerBI Training,Week 8,Lab,54
abigailbrooks@example.com,PowerBI Training,Week 8,Lab,29
josephgriffin@example.com,PowerBI Training,Week 8,Lab,44
ellareed@example.com,PowerBI Training,Week 8,Lab,69
davidflores@example.com,PowerBI Training,Week 8,Lab,92
chloehoward@example.com,PowerBI Training,Week 8,Lab,88
andrewstewart@example.com,PowerBI Training,Week 8,Lab,54
victoriaking@example.com,PowerBI Training,Week 8,Lab,37
thomasphillips@example.com,PowerBI Training,Week 8,Lab,22
hannahbutler@example.com,PowerBI Training,Week 8,Lab,10
christophermorgan@example.com,PowerBI Training,Week 8,Lab,71
arialee@example.com,PowerBI Training,Week 8,Lab,68
anthonybell@example.com,PowerBI Training,Week 8,Lab,39
nataliesanders@example.com,PowerBI Training,Week 8,Lab,1
joshuamorris@example.com,PowerBI Training,Week 8,Lab,2
scarlettrivera@example.com,PowerBI Training,Week 8,Lab,90
jonathanperry@example.com,PowerBI Training,Week 8,Lab,91
penelopecook@example.com,PowerBI Training,Week 8,Lab,24
ryanpeterson@example.com,PowerBI Training,Week 8,Lab,63
eleanorbarnes@example.com,PowerBI Training,Week 8,Lab,65
calebjenkins@example.com,PowerBI Training,Week 8,Lab,45
zoeyrussell@example.com,PowerBI Training,Week 8,Lab,65
jackmurphy@example.com,PowerBI Training,Week 8,Lab,17
madisonhayes@example.com,PowerBI Training,Week 8,Lab,49
charlescoleman@example.com,PowerBI Training,Week 8,Lab,64
laylacooper@example.com,PowerBI Training,Week 8,Lab,95
ethankelly@example.com,PowerBI Training,Week 8,Lab,62
sofiarichardson@example.com,PowerBI Training,Week 8,Lab,23
owencox@example.com,PowerBI Training,Week 8,Lab,11
noraward@example.com,PowerBI Training,Week 8,Lab,57
isaacprice@example.com,PowerBI Training,Week 8,Lab,2
hazellong@example.com,PowerBI Training,Week 8,Lab,64
dylanpowell@example.com,PowerBI Training,Week 8,Lab,55
lillianfisher@example.com,PowerBI Training,Week 8,Lab,0
christianhenderson@example.com,PowerBI Training,Week 8,Lab,27
audreymyers@example.com,PowerBI Training,Week 8,Lab,68
lukebryant@example.com,PowerBI Training,Week 8,Lab,77
lucynguyen@example.com,PowerBI Training,Week 8,Lab,43
carterkim@example.com,PowerBI Training,Week 8,Lab,84
samanthachavez@example.com,PowerBI Training,Week 8,Lab,91
gabrieljenkins@example.com,PowerBI Training,Week 8,Lab,54
bellamorales@example.com,PowerBI Training,Week 8,Lab,82
aaronhayes@example.com,PowerBI Training,Week 8,Lab,66
mayaporter@example.com,PowerBI Training,Week 8,Lab,30
julianramirez@example.com,PowerBI Training,Week 8,Lab,89
rubyhunter@example.com,PowerBI Training,Week 8,Lab,10
leoross@example.com,PowerBI Training,Week 8,Lab,65
sadiediaz@example.com,PowerBI Training,Week 8,Lab,74
adamsimmons@example.com,PowerBI Training,Week 8,Lab,10
violetgray@example.com,PowerBI Training,Week 8,Lab,47
nathanmitchell@example.com,PowerBI Training,Week 8,Lab,12
stellaperry@example.com,PowerBI Training,Week 8,Lab,28
aidenrichardson@example.com,PowerBI Training,Week 8,Lab,51
leahlopez@example.com,PowerBI Training,Week 8,Lab,17
hunterbarnes@example.com,PowerBI Training,Week 8,Lab,49
milabrooks@example.com,PowerBI Training,Week 8,Lab,91
sebastiancarter@example.com,PowerBI Training,Week 8,Lab,70
elliehughes@example.com,PowerBI Training,Week 8,Lab,20
jacksonbennett@example.com,PowerBI Training,Week 8,Lab,63
lunasanders@example.com,PowerBI Training,Week 8,Lab,1
zacharyrogers@example.com,PowerBI Training,Week 8,Lab,51
naomiward@example.com,PowerBI Training,Week 8,Lab,68
liambrown@example.com,PowerBI Training,Week 8,Lab,87
gabriellacruz@example.com,PowerBI Training,Week 8,Lab,29
patrickreed@example.com,PowerBI Training,Week 8,Lab,70
zoeylong@example.com,PowerBI Training,Week 8,Lab,54
calebscott@example.com,PowerBI Training,Week 8,Lab,31
harperthompson@example.com,PowerBI Training,Week 8,Lab,88
blakecarter@example.com,PowerBI Training,Week 8,Lab,65
emilycoleman@example.com,PowerBI Training,Week 8,Lab,29
dominicmyers@example.com,PowerBI Training,Week 8,Lab,66
gracebell@example.com,PowerBI Training,Week 8,Lab,32
isaacwright@example.com,PowerBI Training,Week 8,Lab,65
lilyphillips@example.com,PowerBI Training,Week 8,Lab,17
jaydenstewart@example.com,PowerBI Training,Week 8,Lab,76
charlotteallen@example.com,PowerBI Training,Week 8,Lab,48
emilyjohnson@example.com,PowerBI Training,Week 9,Lab,98
lucasanderson@example.com,PowerBI Training,Week 9,Lab,66
benjaminharris@example.com,PowerBI Training,Week 9,Lab,15
isabellamoore@example.com,PowerBI Training,Week 9,Lab,78
jamescarter@example.com,PowerBI Training,Week 9,Lab,59
oliviamartin@example.com,PowerBI Training,Week 9,Lab,57
alexanderwright@example.com,PowerBI Training,Week 9,Lab,79
sophialewis@example.com,PowerBI Training,Week 9,Lab,67
michaelscott@example.com,PowerBI Training,Week 9,Lab,0
ameliaclark@example.com,PowerBI Training,Week 9,Lab,47
noahrobinson@example.com,PowerBI Training,Week 9,Lab,74
gracerodriguez@example.com,PowerBI Training,Week 9,Lab,92
elijahturner@example.com,PowerBI Training,Week 9,Lab,12
avamitchell@example.com,PowerBI Training,Week 9,Lab,84
williamcooper@example.com,PowerBI Training,Week 9,Lab,91
charlottehill@example.com,PowerBI Training,Week 9,Lab,84
henryadams@example.com,PowerBI Training,Week 9,Lab,4
evelynbaker@example.com,PowerBI Training,Week 9,Lab,80
samuelcollins@example.com,PowerBI Training,Week 9,Lab,32
miaallen@example.com,PowerBI Training,Week 9,Lab,33
danielbennett@example.com,PowerBI Training,Week 9,Lab,63
harperparker@example.com,PowerBI Training,Week 9,Lab,74
jacobyoung@example.com,PowerBI Training,Week 9,Lab,58
lilyward@example.com,PowerBI Training,Week 9,Lab,94
matthewfoster@example.com,PowerBI Training,Week 9,Lab,74
abigailbrooks@example.com,PowerBI Training,Week 9,Lab,71
josephgriffin@example.com,PowerBI Training,Week 9,Lab,27
ellareed@example.com,PowerBI Training,Week 9,Lab,17
davidflores@example.com,PowerBI Training,Week 9,Lab,54
chloehoward@example.com,PowerBI Training,Week 9,Lab,56
andrewstewart@example.com,PowerBI Training,Week 9,Lab,77
victoriaking@example.com,PowerBI Training,Week 9,Lab,4
thomasphillips@example.com,PowerBI Training,Week 9,Lab,38
hannahbutler@example.com,PowerBI Training,Week 9,Lab,64
christophermorgan@example.com,PowerBI Training,Week 9,Lab,87
arialee@example.com,PowerBI Training,Week 9,Lab,65
anthonybell@example.com,PowerBI Training,Week 9,Lab,13
nataliesanders@example.com,PowerBI Training,Week 9,Lab,65
joshuamorris@example.com,PowerBI Training,Week 9,Lab,69
scarlettrivera@example.com,PowerBI Training,Week 9,Lab,40
jonathanperry@example.com,PowerBI Training,Week 9,Lab,23
penelopecook@example.com,PowerBI Training,Week 9,Lab,89
ryanpeterson@example.com,PowerBI Training,Week 9,Lab,83
eleanorbarnes@example.com,PowerBI Training,Week 9,Lab,16
calebjenkins@example.com,PowerBI Training,Week 9,Lab,80
zoeyrussell@example.com,PowerBI Training,Week 9,Lab,81
jackmurphy@example.com,PowerBI Training,Week 9,Lab,39
madisonhayes@example.com,PowerBI Training,Week 9,Lab,82
charlescoleman@example.com,PowerBI Training,Week 9,Lab,18
laylacooper@example.com,PowerBI Training,Week 9,Lab,57
ethankelly@example.com,PowerBI Training,Week 9,Lab,39
sofiarichardson@example.com,PowerBI Training,Week 9,Lab,44
owencox@example.com,PowerBI Training,Week 9,Lab,8
noraward@example.com,PowerBI Training,Week 9,Lab,68
isaacprice@example.com,PowerBI Training,Week 9,Lab,97
hazellong@example.com,PowerBI Training,Week 9,Lab,73
dylanpowell@example.com,PowerBI Training,Week 9,Lab,49
lillianfisher@example.com,PowerBI Training,Week 9,Lab,62
christianhenderson@example.com,PowerBI Training,Week 9,Lab,100
audreymyers@example.com,PowerBI Training,Week 9,Lab,21
lukebryant@example.com,PowerBI Training,Week 9,Lab,21
lucynguyen@example.com,PowerBI Training,Week 9,Lab,92
carterkim@example.com,PowerBI Training,Week 9,Lab,41
samanthachavez@example.com,PowerBI Training,Week 9,Lab,75
gabrieljenkins@example.com,PowerBI Training,Week 9,Lab,37
bellamorales@example.com,PowerBI Training,Week 9,Lab,20
aaronhayes@example.com,PowerBI Training,Week 9,Lab,33
mayaporter@example.com,PowerBI Training,Week 9,Lab,40
julianramirez@example.com,PowerBI Training,Week 9,Lab,22
rubyhunter@example.com,PowerBI Training,Week 9,Lab,50
leoross@example.com,PowerBI Training,Week 9,Lab,52
sadiediaz@example.com,PowerBI Training,Week 9,Lab,11
adamsimmons@example.com,PowerBI Training,Week 9,Lab,0
violetgray@example.com,PowerBI Training,Week 9,Lab,90
nathanmitchell@example.com,PowerBI Training,Week 9,Lab,42
stellaperry@example.com,PowerBI Training,Week 9,Lab,95
aidenrichardson@example.com,PowerBI Training,Week 9,Lab,98
leahlopez@example.com,PowerBI Training,Week 9,Lab,85
hunterbarnes@example.com,PowerBI Training,Week 9,Lab,40
milabrooks@example.com,PowerBI Training,Week 9,Lab,75
sebastiancarter@example.com,PowerBI Training,Week 9,Lab,96
elliehughes@example.com,PowerBI Training,Week 9,Lab,31
jacksonbennett@example.com,PowerBI Training,Week 9,Lab,1
lunasanders@example.com,PowerBI Training,Week 9,Lab,12
zacharyrogers@example.com,PowerBI Training,Week 9,Lab,17
naomiward@example.com,PowerBI Training,Week 9,Lab,89
liambrown@example.com,PowerBI Training,Week 9,Lab,60
gabriellacruz@example.com,PowerBI Training,Week 9,Lab,77
patrickreed@example.com,PowerBI Training,Week 9,Lab,24
zoeylong@example.com,PowerBI Training,Week 9,Lab,32
calebscott@example.com,PowerBI Training,Week 9,Lab,32
harperthompson@example.com,PowerBI Training,Week 9,Lab,69
blakecarter@example.com,PowerBI Training,Week 9,Lab,7
emilycoleman@example.com,PowerBI Training,Week 9,Lab,83
dominicmyers@example.com,PowerBI Training,Week 9,Lab,46
gracebell@example.com,PowerBI Training,Week 9,Lab,23
isaacwright@example.com,PowerBI Training,Week 9,Lab,21
lilyphillips@example.com,PowerBI Training,Week 9,Lab,13
jaydenstewart@example.com,PowerBI Training,Week 9,Lab,3
charlotteallen@example.com,PowerBI Training,Week 9,Lab,91
emilyjohnson@example.com,PowerBI Training,Week 10,Lab,26
lucasanderson@example.com,PowerBI Training,Week 10,Lab,97
benjaminharris@example.com,PowerBI Training,Week 10,Lab,45
isabellamoore@example.com,PowerBI Training,Week 10,Lab,40
jamescarter@example.com,PowerBI Training,Week 10,Lab,51
oliviamartin@example.com,PowerBI Training,Week 10,Lab,15
alexanderwright@example.com,PowerBI Training,Week 10,Lab,64
sophialewis@example.com,PowerBI Training,Week 10,Lab,0
michaelscott@example.com,PowerBI Training,Week 10,Lab,68
ameliaclark@example.com,PowerBI Training,Week 10,Lab,46
noahrobinson@example.com,PowerBI Training,Week 10,Lab,82
gracerodriguez@example.com,PowerBI Training,Week 10,Lab,84
elijahturner@example.com,PowerBI Training,Week 10,Lab,7
avamitchell@example.com,PowerBI Training,Week 10,Lab,50
williamcooper@example.com,PowerBI Training,Week 10,Lab,55
charlottehill@example.com,PowerBI Training,Week 10,Lab,90
henryadams@example.com,PowerBI Training,Week 10,Lab,81
evelynbaker@example.com,PowerBI Training,Week 10,Lab,7
samuelcollins@example.com,PowerBI Training,Week 10,Lab,4
miaallen@example.com,PowerBI Training,Week 10,Lab,77
danielbennett@example.com,PowerBI Training,Week 10,Lab,51
harperparker@example.com,PowerBI Training,Week 10,Lab,94
jacobyoung@example.com,PowerBI Training,Week 10,Lab,74
lilyward@example.com,PowerBI Training,Week 10,Lab,45
matthewfoster@example.com,PowerBI Training,Week 10,Lab,17
abigailbrooks@example.com,PowerBI Training,Week 10,Lab,39
josephgriffin@example.com,PowerBI Training,Week 10,Lab,79
ellareed@example.com,PowerBI Training,Week 10,Lab,14
davidflores@example.com,PowerBI Training,Week 10,Lab,4
chloehoward@example.com,PowerBI Training,Week 10,Lab,68
andrewstewart@example.com,PowerBI Training,Week 10,Lab,78
victoriaking@example.com,PowerBI Training,Week 10,Lab,81
thomasphillips@example.com,PowerBI Training,Week 10,Lab,42
hannahbutler@example.com,PowerBI Training,Week 10,Lab,30
christophermorgan@example.com,PowerBI Training,Week 10,Lab,99
arialee@example.com,PowerBI Training,Week 10,Lab,69
anthonybell@example.com,PowerBI Training,Week 10,Lab,34
nataliesanders@example.com,PowerBI Training,Week 10,Lab,16
joshuamorris@example.com,PowerBI Training,Week 10,Lab,97
scarlettrivera@example.com,PowerBI Training,Week 10,Lab,95
jonathanperry@example.com,PowerBI Training,Week 10,Lab,100
penelopecook@example.com,PowerBI Training,Week 10,Lab,83
ryanpeterson@example.com,PowerBI Training,Week 10,Lab,30
eleanorbarnes@example.com,PowerBI Training,Week 10,Lab,88
calebjenkins@example.com,PowerBI Training,Week 10,Lab,14
zoeyrussell@example.com,PowerBI Training,Week 10,Lab,84
jackmurphy@example.com,PowerBI Training,Week 10,Lab,0
madisonhayes@example.com,PowerBI Training,Week 10,Lab,15
charlescoleman@example.com,PowerBI Training,Week 10,Lab,29
laylacooper@example.com,PowerBI Training,Week 10,Lab,21
ethankelly@example.com,PowerBI Training,Week 10,Lab,99
sofiarichardson@example.com,PowerBI Training,Week 10,Lab,12
owencox@example.com,PowerBI Training,Week 10,Lab,8
noraward@example.com,PowerBI Training,Week 10,Lab,4
isaacprice@example.com,PowerBI Training,Week 10,Lab,83
hazellong@example.com,PowerBI Training,Week 10,Lab,68
dylanpowell@example.com,PowerBI Training,Week 10,Lab,93
lillianfisher@example.com,PowerBI Training,Week 10,Lab,64
christianhenderson@example.com,PowerBI Training,Week 10,Lab,77
audreymyers@example.com,PowerBI Training,Week 10,Lab,20
lukebryant@example.com,PowerBI Training,Week 10,Lab,36
lucynguyen@example.com,PowerBI Training,Week 10,Lab,35
carterkim@example.com,PowerBI Training,Week 10,Lab,69
samanthachavez@example.com,PowerBI Training,Week 10,Lab,25
gabrieljenkins@example.com,PowerBI Training,Week 10,Lab,7
bellamorales@example.com,PowerBI Training,Week 10,Lab,27
aaronhayes@example.com,PowerBI Training,Week 10,Lab,64
mayaporter@example.com,PowerBI Training,Week 10,Lab,78
julianramirez@example.com,PowerBI Training,Week 10,Lab,99
rubyhunter@example.com,PowerBI Training,Week 10,Lab,44
leoross@example.com,PowerBI Training,Week 10,Lab,21
sadiediaz@example.com,PowerBI Training,Week 10,Lab,84
adamsimmons@example.com,PowerBI Training,Week 10,Lab,39
violetgray@example.com,PowerBI Training,Week 10,Lab,65
nathanmitchell@example.com,PowerBI Training,Week 10,Lab,9
stellaperry@example.com,PowerBI Training,Week 10,Lab,45
aidenrichardson@example.com,PowerBI Training,Week 10,Lab,58
leahlopez@example.com,PowerBI Training,Week 10,Lab,91
hunterbarnes@example.com,PowerBI Training,Week 10,Lab,98
milabrooks@example.com,PowerBI Training,Week 10,Lab,78
sebastiancarter@example.com,PowerBI Training,Week 10,Lab,37
elliehughes@example.com,PowerBI Training,Week 10,Lab,68
jacksonbennett@example.com,PowerBI Training,Week 10,Lab,90
lunasanders@example.com,PowerBI Training,Week 10,Lab,73
zacharyrogers@example.com,PowerBI Training,Week 10,Lab,96
naomiward@example.com,PowerBI Training,Week 10,Lab,4
liambrown@example.com,PowerBI Training,Week 10,Lab,53
gabriellacruz@example.com,PowerBI Training,Week 10,Lab,79
patrickreed@example.com,PowerBI Training,Week 10,Lab,23
zoeylong@example.com,PowerBI Training,Week 10,Lab,2
calebscott@example.com,PowerBI Training,Week 10,Lab,11
harperthompson@example.com,PowerBI Training,Week 10,Lab,30
blakecarter@example.com,PowerBI Training,Week 10,Lab,82
emilycoleman@example.com,PowerBI Training,Week 10,Lab,45
dominicmyers@example.com,PowerBI Training,Week 10,Lab,19
gracebell@example.com,PowerBI Training,Week 10,Lab,76
isaacwright@example.com,PowerBI Training,Week 10,Lab,72
lilyphillips@example.com,PowerBI Training,Week 10,Lab,3
jaydenstewart@example.com,PowerBI Training,Week 10,Lab,14
charlotteallen@example.com,PowerBI Training,Week 10,Lab,73
emilyjohnson@example.com,PowerBI Training,Week 1,Quiz,65
lucasanderson@example.com,PowerBI Training,Week 1,Quiz,94
benjaminharris@example.com,PowerBI Training,Week 1,Quiz,99
isabellamoore@example.com,PowerBI Training,Week 1,Quiz,88
jamescarter@example.com,PowerBI Training,Week 1,Quiz,48
oliviamartin@example.com,PowerBI Training,Week 1,Quiz,93
alexanderwright@example.com,PowerBI Training,Week 1,Quiz,39
sophialewis@example.com,PowerBI Training,Week 1,Quiz,100
michaelscott@example.com,PowerBI Training,Week 1,Quiz,18
ameliaclark@example.com,PowerBI Training,Week 1,Quiz,19
noahrobinson@example.com,PowerBI Training,Week 1,Quiz,23
gracerodriguez@example.com,PowerBI Training,Week 1,Quiz,14
elijahturner@example.com,PowerBI Training,Week 1,Quiz,50
avamitchell@example.com,PowerBI Training,Week 1,Quiz,24
williamcooper@example.com,PowerBI Training,Week 1,Quiz,60
charlottehill@example.com,PowerBI Training,Week 1,Quiz,58
henryadams@example.com,PowerBI Training,Week 1,Quiz,78
evelynbaker@example.com,PowerBI Training,Week 1,Quiz,6
samuelcollins@example.com,PowerBI Training,Week 1,Quiz,85
miaallen@example.com,PowerBI Training,Week 1,Quiz,78
danielbennett@example.com,PowerBI Training,Week 1,Quiz,100
harperparker@example.com,PowerBI Training,Week 1,Quiz,77
jacobyoung@example.com,PowerBI Training,Week 1,Quiz,87
lilyward@example.com,PowerBI Training,Week 1,Quiz,34
matthewfoster@example.com,PowerBI Training,Week 1,Quiz,84
abigailbrooks@example.com,PowerBI Training,Week 1,Quiz,78
josephgriffin@example.com,PowerBI Training,Week 1,Quiz,14
ellareed@example.com,PowerBI Training,Week 1,Quiz,88
davidflores@example.com,PowerBI Training,Week 1,Quiz,46
chloehoward@example.com,PowerBI Training,Week 1,Quiz,60
andrewstewart@example.com,PowerBI Training,Week 1,Quiz,3
victoriaking@example.com,PowerBI Training,Week 1,Quiz,30
thomasphillips@example.com,PowerBI Training,Week 1,Quiz,95
hannahbutler@example.com,PowerBI Training,Week 1,Quiz,40
christophermorgan@example.com,PowerBI Training,Week 1,Quiz,21
arialee@example.com,PowerBI Training,Week 1,Quiz,1
anthonybell@example.com,PowerBI Training,Week 1,Quiz,48
nataliesanders@example.com,PowerBI Training,Week 1,Quiz,7
joshuamorris@example.com,PowerBI Training,Week 1,Quiz,7
scarlettrivera@example.com,PowerBI Training,Week 1,Quiz,69
jonathanperry@example.com,PowerBI Training,Week 1,Quiz,74
penelopecook@example.com,PowerBI Training,Week 1,Quiz,72
ryanpeterson@example.com,PowerBI Training,Week 1,Quiz,100
eleanorbarnes@example.com,PowerBI Training,Week 1,Quiz,69
calebjenkins@example.com,PowerBI Training,Week 1,Quiz,57
zoeyrussell@example.com,PowerBI Training,Week 1,Quiz,49
jackmurphy@example.com,PowerBI Training,Week 1,Quiz,0
madisonhayes@example.com,PowerBI Training,Week 1,Quiz,48
charlescoleman@example.com,PowerBI Training,Week 1,Quiz,93
laylacooper@example.com,PowerBI Training,Week 1,Quiz,12
ethankelly@example.com,PowerBI Training,Week 1,Quiz,58
sofiarichardson@example.com,PowerBI Training,Week 1,Quiz,17
owencox@example.com,PowerBI Training,Week 1,Quiz,70
noraward@example.com,PowerBI Training,Week 1,Quiz,67
isaacprice@example.com,PowerBI Training,Week 1,Quiz,0
hazellong@example.com,PowerBI Training,Week 1,Quiz,99
dylanpowell@example.com,PowerBI Training,Week 1,Quiz,61
lillianfisher@example.com,PowerBI Training,Week 1,Quiz,38
christianhenderson@example.com,PowerBI Training,Week 1,Quiz,12
audreymyers@example.com,PowerBI Training,Week 1,Quiz,29
lukebryant@example.com,PowerBI Training,Week 1,Quiz,10
lucynguyen@example.com,PowerBI Training,Week 1,Quiz,97
carterkim@example.com,PowerBI Training,Week 1,Quiz,48
samanthachavez@example.com,PowerBI Training,Week 1,Quiz,71
gabrieljenkins@example.com,PowerBI Training,Week 1,Quiz,71
